Trial #,Failure Mode,Total Cost,Time to Objective,Num Comms
7158,Drones got Stuck,752.00,176,15
7159,Drones got Stuck,348.00,67,19
7160,Out of Time,1208.00,300,4
7161,No Failure,723.00,176,0
7162,Drones got Stuck,188.00,36,10
7163,Drones got Stuck,752.00,173,15
7164,Drones got Stuck,796.00,158,62
7165,Out of Time,1224.00,300,8
7166,Out of Time,1264.00,300,25
7167,Drones got Stuck,328.00,70,12
7168,No Failure,987.00,244,2
7169,Drones got Stuck,1108.00,252,27
7170,Drones got Stuck,1128.00,252,30
7171,Out of Time,1240.00,300,12
7172,Drones got Stuck,624.00,139,17
7173,Budget runs out,1280.00,288,34
7174,Drones got Stuck,644.00,137,40
7175,No Failure,923.00,227,2
7176,No Failure,859.00,211,2
7177,Drones got Stuck,1156.00,259,37
7178,No Failure,863.00,212,2
7179,Out of Time,1224.00,300,8
7180,Drones got Stuck,928.00,217,15
7181,Out of Time,1276.00,300,33
7182,Out of Time,1220.00,300,8
7183,Drones got Stuck,468.00,98,18
7184,No Failure,1027.00,254,2
7185,Drones got Stuck,488.00,91,35
7186,Out of Time,1215.00,300,4
7187,Budget runs out,1284.00,288,35
7188,No Failure,1039.00,256,2
7189,Budget runs out,1280.00,298,30
7190,No Failure,1096.00,261,14
7191,Drones got Stuck,848.00,200,18
7192,Budget runs out,1280.00,299,31
7193,Drones got Stuck,992.00,206,42
7194,Drones got Stuck,740.00,154,57
7195,Drones got Stuck,468.00,101,15
7196,No Failure,627.00,154,0
7197,Budget runs out,1280.00,289,34
7198,Drones got Stuck,1160.00,257,46
7199,Drones got Stuck,696.00,161,13
7200,Out of Time,1232.00,300,11
7201,No Failure,796.00,194,6
7202,Drones got Stuck,104.00,15,10
7203,Drones got Stuck,1172.00,259,34
7204,No Failure,31.00,5,0
7205,No Failure,271.00,65,0
7206,Out of Time,1244.00,300,13
7207,Budget runs out,1280.00,274,51
7208,Out of Time,1224.00,300,8
7209,No Failure,431.00,105,0
7210,Drones got Stuck,920.00,215,15
7211,Out of Time,1208.00,300,4
7212,Drones got Stuck,364.00,80,16
7213,Drones got Stuck,560.00,112,33
7214,Budget runs out,1280.00,293,29
7215,Out of Time,1212.00,300,5
7216,Out of Time,1212.00,300,6
7217,Drones got Stuck,1116.00,251,45
7218,No Failure,327.00,79,0
7219,Drones got Stuck,1084.00,251,33
7220,No Failure,287.00,69,0
7221,No Failure,247.00,59,0
7222,No Failure,371.00,90,0
7223,No Failure,759.00,184,2
7224,No Failure,331.00,79,0
7225,Out of Time,1228.00,300,9
7226,Budget runs out,1280.00,293,29
7227,Drones got Stuck,716.00,165,24
7228,Drones got Stuck,656.00,134,51
7229,No Failure,379.00,88,0
7230,No Failure,443.00,98,11
7231,Drones got Stuck,920.00,194,36
7232,Drones got Stuck,956.00,168,110
7233,Drones got Stuck,212.00,41,11
7234,Budget runs out,1280.00,295,29
7235,No Failure,15.00,1,0
7236,No Failure,351.00,85,0
7237,Out of Time,1216.00,300,7
7238,Drones got Stuck,1256.00,294,36
7239,Budget runs out,1280.00,293,29
7240,Out of Time,1220.00,300,7
7241,Out of Time,1212.00,300,6
7242,Drones got Stuck,880.00,207,13
7243,No Failure,808.00,195,8
7244,No Failure,243.00,56,0
7245,Out of Time,1208.00,300,4
7246,Out of Time,1236.00,300,11
7247,Drones got Stuck,444.00,100,10
7248,No Failure,503.00,122,0
7249,No Failure,799.00,187,11
7250,Drones got Stuck,928.00,219,13
7251,Drones got Stuck,288.00,58,13
7252,Out of Time,1272.00,300,21
7253,No Failure,355.00,87,0
7254,No Failure,943.00,228,7
7255,No Failure,303.00,73,1
7256,Out of Time,1216.00,300,6
7257,Drones got Stuck,824.00,148,87
7258,Budget runs out,1280.00,288,46
7259,No Failure,299.00,73,0
7260,No Failure,351.00,85,0
7261,Out of Time,1208.00,300,4
7262,Drones got Stuck,568.00,119,24
7263,No Failure,415.00,102,0
7264,Drones got Stuck,384.00,80,15
7265,No Failure,383.00,92,0
7266,Drones got Stuck,1156.00,276,14
7267,Out of Time,1208.00,300,4
7268,No Failure,391.00,95,0
7269,Drones got Stuck,904.00,195,50
7270,Drones got Stuck,456.00,102,17
7271,Drones got Stuck,1048.00,247,17
7272,Drones got Stuck,536.00,116,31
7273,Out of Time,1208.00,300,4
7274,No Failure,315.00,77,0
7275,Out of Time,1260.00,300,22
7276,No Failure,935.00,229,2
7277,Drones got Stuck,288.00,58,13
7278,Out of Time,1236.00,300,11
7279,Drones got Stuck,392.00,68,44
7280,Drones got Stuck,280.00,58,11
7281,No Failure,699.00,174,0
7282,Drones got Stuck,396.00,88,10
7283,Drones got Stuck,1020.00,197,111
7284,Drones got Stuck,332.00,68,14
7285,No Failure,771.00,188,0
7286,No Failure,19.00,1,0
7287,Drones got Stuck,304.00,65,10
7288,No Failure,363.00,88,0
7289,No Failure,791.00,190,2
7290,Out of Time,1208.00,300,4
7291,No Failure,1119.00,249,45
7292,No Failure,747.00,183,2
7293,Out of Time,1208.00,300,4
7294,Out of Time,1232.00,300,10
7295,No Failure,271.00,63,0
7296,Out of Time,1212.00,300,5
7297,Drones got Stuck,684.00,153,18
7298,Budget runs out,1284.00,297,42
7299,No Failure,703.00,171,0
7300,Out of Time,1244.00,300,14
7301,Drones got Stuck,128.00,21,10
7302,Drones got Stuck,792.00,180,18
7303,Drones got Stuck,304.00,60,15
7304,Budget runs out,1280.00,299,23
7305,Out of Time,1268.00,300,19
7306,Drones got Stuck,688.00,160,12
7307,No Failure,988.00,240,9
7308,Out of Time,1208.00,300,4
7309,Drones got Stuck,240.00,49,10
7310,Drones got Stuck,316.00,67,11
7311,Out of Time,1212.00,300,6
7312,Drones got Stuck,1184.00,282,15
7313,No Failure,1135.00,280,4
7314,Drones got Stuck,520.00,92,62
7315,Budget runs out,1284.00,294,49
7316,Drones got Stuck,936.00,212,27
7317,Drones got Stuck,384.00,77,18
7318,Budget runs out,1280.00,290,32
7319,Out of Time,1216.00,300,7
7320,Out of Time,1240.00,300,16
7321,Drones got Stuck,1000.00,236,14
7322,No Failure,1039.00,255,2
7323,Out of Time,1220.00,300,7
7324,No Failure,691.00,171,0
7325,No Failure,1203.00,294,4
7326,No Failure,931.00,229,2
7327,Drones got Stuck,692.00,125,63
7328,Drones got Stuck,540.00,103,31
7329,Drones got Stuck,268.00,56,10
7330,No Failure,1016.00,249,6
7331,Drones got Stuck,780.00,174,24
7332,Drones got Stuck,352.00,68,19
7333,Drones got Stuck,624.00,134,21
7334,No Failure,227.00,52,0
7335,Drones got Stuck,844.00,199,15
7336,No Failure,451.00,110,0
7337,No Failure,647.00,159,0
7338,Drones got Stuck,704.00,161,20
7339,Drones got Stuck,664.00,151,27
7340,Drones got Stuck,972.00,224,20
7341,Drones got Stuck,164.00,26,14
7342,No Failure,43.00,8,0
7343,No Failure,391.00,96,0
7344,Drones got Stuck,224.00,45,10
7345,Drones got Stuck,728.00,161,21
7346,Drones got Stuck,216.00,43,16
7347,No Failure,431.00,105,0
7348,Out of Time,1236.00,300,13
7349,Out of Time,1208.00,300,4
7350,Drones got Stuck,188.00,33,13
7351,Budget runs out,1280.00,288,34
7352,Budget runs out,1280.00,281,41
7353,Out of Time,1208.00,300,4
7354,Out of Time,1224.00,300,10
7355,Drones got Stuck,180.00,31,13
7356,Drones got Stuck,1148.00,239,48
7357,Out of Time,1256.00,300,16
7358,No Failure,863.00,212,3
7359,Drones got Stuck,1236.00,295,15
7360,Out of Time,1252.00,300,23
7361,Drones got Stuck,288.00,58,13
7362,Drones got Stuck,1252.00,298,26
7363,Drones got Stuck,812.00,181,22
7364,No Failure,43.00,10,0
7365,Budget runs out,1280.00,289,33
7366,Out of Time,1252.00,300,22
7367,Out of Time,1208.00,300,4
7368,No Failure,1135.00,280,4
7369,Out of Time,1224.00,300,9
7370,No Failure,367.00,89,0
7371,No Failure,595.00,146,0
7372,Drones got Stuck,396.00,85,19
7373,Drones got Stuck,1248.00,298,22
7374,Out of Time,1272.00,300,28
7375,Out of Time,1208.00,300,4
7376,No Failure,811.00,199,2
7377,Drones got Stuck,772.00,181,12
7378,No Failure,1256.00,293,23
7379,Drones got Stuck,424.00,90,15
7380,Out of Time,1272.00,300,20
7381,No Failure,807.00,198,2
7382,Drones got Stuck,932.00,216,17
7383,Drones got Stuck,320.00,59,20
7384,Budget runs out,1280.00,264,91
7385,Out of Time,1224.00,300,8
7386,No Failure,347.00,85,0
7387,No Failure,351.00,86,0
7388,No Failure,903.00,222,2
7389,Drones got Stuck,700.00,158,17
7390,Out of Time,1208.00,300,4
7391,Drones got Stuck,340.00,65,19
7392,Budget runs out,1280.00,282,46
7393,Out of Time,1208.00,300,4
7394,Drones got Stuck,372.00,80,12
7395,No Failure,803.00,198,2
7396,Drones got Stuck,1064.00,251,15
7397,Drones got Stuck,172.00,32,10
7398,No Failure,275.00,66,0
7399,Drones got Stuck,1180.00,281,15
7400,No Failure,428.00,91,21
7401,No Failure,1063.00,260,4
7402,Drones got Stuck,1112.00,240,46
7403,No Failure,319.00,77,0
7404,Drones got Stuck,1272.00,299,24
7405,No Failure,323.00,77,0
7406,Drones got Stuck,248.00,45,16
7407,No Failure,735.00,181,0
7408,No Failure,375.00,89,0
7409,Drones got Stuck,828.00,195,12
7410,Drones got Stuck,220.00,44,11
7411,Out of Time,1208.00,300,4
7412,Drones got Stuck,420.00,93,11
7413,Drones got Stuck,440.00,95,23
7414,Budget runs out,1280.00,270,74
7415,Drones got Stuck,876.00,187,32
7416,No Failure,1216.00,292,20
7417,No Failure,439.00,108,0
7418,Out of Time,1220.00,300,8
7419,Drones got Stuck,824.00,180,26
7420,Budget runs out,1280.00,283,39
7421,Drones got Stuck,1052.00,224,69
7422,Out of Time,1208.00,300,4
7423,Out of Time,1236.00,300,11
7424,Drones got Stuck,900.00,210,16
7425,No Failure,35.00,5,0
7426,Drones got Stuck,572.00,110,32
7427,No Failure,215.00,51,0
7428,Out of Time,1208.00,300,4
7429,No Failure,247.00,59,0
7430,No Failure,919.00,226,2
7431,No Failure,768.00,181,12
7432,No Failure,423.00,104,0
7433,No Failure,1123.00,275,4
7434,No Failure,371.00,90,0
7435,No Failure,307.00,76,0
7436,No Failure,943.00,219,15
7437,No Failure,631.00,156,0
7438,No Failure,315.00,76,0
7439,No Failure,327.00,79,0
7440,Out of Time,1212.00,300,5
7441,Budget runs out,1280.00,299,35
7442,No Failure,823.00,204,0
7443,Drones got Stuck,272.00,52,15
7444,No Failure,835.00,206,2
7445,Out of Time,1240.00,300,13
7446,No Failure,948.00,222,16
7447,Out of Time,1208.00,300,4
7448,Out of Time,1208.00,300,4
7449,Drones got Stuck,1160.00,270,21
7450,Drones got Stuck,940.00,220,15
7451,Out of Time,1248.00,300,14
7452,No Failure,611.00,149,0
7453,No Failure,988.00,238,10
7454,Drones got Stuck,424.00,84,32
7455,Drones got Stuck,1108.00,262,21
7456,Out of Time,1264.00,300,18
7457,Budget runs out,1280.00,294,28
7458,Drones got Stuck,1132.00,230,70
7459,Out of Time,1232.00,300,10
7460,No Failure,955.00,235,2
7461,No Failure,811.00,199,2
7462,Out of Time,1208.00,300,4
7463,Drones got Stuck,708.00,151,45
7464,Drones got Stuck,1268.00,293,45
7465,No Failure,279.00,67,0
7466,Out of Time,1208.00,300,4
7467,No Failure,803.00,198,2
7468,Drones got Stuck,648.00,148,14
7469,Out of Time,1236.00,300,11
7470,Out of Time,1244.00,300,13
7471,Out of Time,1208.00,300,4
7472,No Failure,283.00,69,0
7473,No Failure,587.00,142,0
7474,Drones got Stuck,368.00,74,17
7475,No Failure,971.00,240,2
7476,Drones got Stuck,1040.00,233,28
7477,Drones got Stuck,744.00,167,31
7478,No Failure,495.00,121,0
7479,Budget runs out,1280.00,290,32
7480,Drones got Stuck,372.00,81,11
7481,No Failure,1127.00,260,20
7482,Drones got Stuck,244.00,50,10
7483,Drones got Stuck,444.00,97,13
7484,Out of Time,1272.00,300,20
7485,Out of Time,1240.00,300,12
7486,Budget runs out,1280.00,290,39
7487,Drones got Stuck,580.00,133,11
7488,No Failure,876.00,212,8
7489,Out of Time,1276.00,300,21
7490,Drones got Stuck,328.00,63,18
7491,No Failure,748.00,185,2
7492,No Failure,467.00,114,0
7493,No Failure,231.00,55,0
7494,Out of Time,1236.00,300,11
7495,No Failure,635.00,156,0
7496,Out of Time,1208.00,300,4
7497,No Failure,1035.00,236,20
7498,No Failure,839.00,206,2
7499,Drones got Stuck,1176.00,278,18
7500,Out of Time,1276.00,300,37
7501,Out of Time,1228.00,300,10
7502,No Failure,731.00,179,0
7503,Drones got Stuck,260.00,47,17
7504,No Failure,15.00,1,0
7505,Drones got Stuck,704.00,153,23
7506,No Failure,411.00,100,0
7507,Out of Time,1256.00,300,25
7508,No Failure,459.00,113,0
7509,Out of Time,1240.00,300,12
7510,Drones got Stuck,832.00,186,37
7511,Drones got Stuck,460.00,93,35
7512,No Failure,339.00,82,0
7513,Out of Time,1208.00,300,4
7514,Out of Time,1220.00,300,7
7515,Drones got Stuck,124.00,20,10
7516,Drones got Stuck,280.00,51,18
7517,Drones got Stuck,848.00,200,14
7518,No Failure,647.00,159,0
7519,No Failure,583.00,143,0
7520,Out of Time,1228.00,300,9
7521,No Failure,1055.00,260,4
7522,Drones got Stuck,1256.00,299,24
7523,No Failure,311.00,76,0
7524,No Failure,11.00,1,0
7525,No Failure,259.00,62,0
7526,Drones got Stuck,880.00,200,20
7527,Drones got Stuck,600.00,134,20
7528,No Failure,595.00,148,0
7529,Budget runs out,1280.00,276,61
7530,No Failure,755.00,186,2
7531,No Failure,259.00,63,0
7532,Out of Time,1208.00,300,4
7533,Budget runs out,1280.00,274,47
7534,Drones got Stuck,992.00,235,15
7535,No Failure,295.00,70,0
7536,Drones got Stuck,344.00,62,23
7537,Out of Time,1272.00,300,31
7538,Out of Time,1208.00,300,4
7539,No Failure,415.00,102,0
7540,Drones got Stuck,248.00,48,13
7541,Drones got Stuck,484.00,91,29
7542,No Failure,739.00,180,0
7543,Budget runs out,1280.00,298,28
7544,No Failure,411.00,101,0
7545,Out of Time,1244.00,300,14
7546,Drones got Stuck,1028.00,221,43
7547,No Failure,675.00,164,0
7548,No Failure,940.00,224,13
7549,No Failure,959.00,236,2
7550,Budget runs out,1280.00,287,54
7551,No Failure,287.00,68,0
7552,Out of Time,1208.00,300,4
7553,Out of Time,1208.00,300,4
7554,No Failure,843.00,206,2
7555,No Failure,879.00,216,2
7556,No Failure,1160.00,283,9
7557,Drones got Stuck,700.00,133,41
7558,Out of Time,1208.00,300,4
7559,Drones got Stuck,1272.00,297,32
7560,Drones got Stuck,212.00,41,11
7561,Drones got Stuck,600.00,138,11
7562,Drones got Stuck,1240.00,275,36
7563,Out of Time,1240.00,300,12
7564,Budget runs out,1280.00,299,23
7565,No Failure,371.00,91,0
7566,No Failure,727.00,180,0
7567,Drones got Stuck,1268.00,290,42
7568,Drones got Stuck,196.00,38,10
7569,Out of Time,1208.00,300,4
7570,Out of Time,1208.00,300,4
7571,Out of Time,1212.00,300,5
7572,No Failure,459.00,105,9
7573,Drones got Stuck,432.00,92,15
7574,No Failure,411.00,101,0
7575,Budget runs out,1280.00,294,28
7576,No Failure,603.00,149,0
7577,No Failure,719.00,177,0
7578,Drones got Stuck,1020.00,242,13
7579,Drones got Stuck,296.00,61,12
7580,No Failure,987.00,240,2
7581,Drones got Stuck,140.00,24,10
7582,No Failure,1195.00,295,4
7583,Drones got Stuck,812.00,191,12
7584,Drones got Stuck,740.00,172,13
7585,No Failure,255.00,56,0
7586,Out of Time,1208.00,300,4
7587,Drones got Stuck,1064.00,251,16
7588,Out of Time,1208.00,300,4
7589,No Failure,440.00,106,4
7590,Out of Time,1208.00,300,4
7591,Drones got Stuck,900.00,164,60
7592,Out of Time,1256.00,300,17
7593,Drones got Stuck,516.00,116,12
7594,No Failure,279.00,68,0
7595,Out of Time,1208.00,300,4
7596,No Failure,399.00,96,0
7597,No Failure,811.00,193,9
7598,Budget runs out,1284.00,276,85
7599,Budget runs out,1280.00,289,36
7600,Out of Time,1208.00,300,4
7601,No Failure,515.00,126,0
7602,Out of Time,1260.00,300,17
7603,Drones got Stuck,372.00,72,20
7604,Drones got Stuck,284.00,60,10
7605,No Failure,287.00,69,0
7606,No Failure,891.00,218,2
7607,Out of Time,1252.00,300,15
7608,Out of Time,1212.00,300,5
7609,Drones got Stuck,284.00,60,10
7610,No Failure,847.00,207,2
7611,Out of Time,1212.00,300,5
7612,Out of Time,1208.00,300,4
7613,Drones got Stuck,856.00,201,13
7614,Drones got Stuck,756.00,177,12
7615,Out of Time,1240.00,300,12
7616,No Failure,1211.00,298,4
7617,No Failure,363.00,89,0
7618,No Failure,535.00,122,16
7619,Drones got Stuck,1168.00,278,15
7620,Drones got Stuck,1232.00,265,44
7621,Drones got Stuck,904.00,209,17
7622,No Failure,319.00,78,0
7623,No Failure,15.00,2,0
7624,No Failure,703.00,174,0
7625,No Failure,535.00,132,0
7626,No Failure,743.00,183,2
7627,Budget runs out,1280.00,297,26
7628,Drones got Stuck,608.00,140,11
7629,Out of Time,1248.00,300,14
7630,Drones got Stuck,840.00,199,11
7631,No Failure,372.00,81,12
7632,Drones got Stuck,948.00,224,24
7633,Drones got Stuck,784.00,166,30
7634,Out of Time,1208.00,300,4
7635,No Failure,883.00,218,2
7636,Out of Time,1252.00,300,16
7637,Out of Time,1208.00,300,4
7638,Drones got Stuck,792.00,184,20
7639,Drones got Stuck,540.00,117,17
7640,Out of Time,1264.00,300,27
7641,Budget runs out,1280.00,284,47
7642,No Failure,631.00,154,0
7643,Out of Time,1208.00,300,4
7644,No Failure,735.00,178,2
7645,No Failure,343.00,83,0
7646,No Failure,915.00,225,2
7647,Out of Time,1244.00,300,13
7648,Drones got Stuck,616.00,141,12
7649,Out of Time,1208.00,300,4
7650,Drones got Stuck,1064.00,253,13
7651,No Failure,243.00,59,0
7652,Out of Time,1268.00,300,26
7653,Drones got Stuck,436.00,95,13
7654,Drones got Stuck,1056.00,214,95
7655,No Failure,483.00,119,0
7656,Drones got Stuck,576.00,132,12
7657,Drones got Stuck,868.00,193,45
7658,Out of Time,1228.00,300,12
7659,Out of Time,1236.00,300,18
7660,Drones got Stuck,348.00,65,21
7661,Out of Time,1208.00,300,4
7662,Drones got Stuck,416.00,85,18
7663,Budget runs out,1280.00,298,27
7664,No Failure,679.00,168,0
7665,No Failure,471.00,116,0
7666,Drones got Stuck,832.00,155,70
7667,Drones got Stuck,392.00,75,22
7668,Drones got Stuck,1120.00,261,21
7669,No Failure,872.00,212,7
7670,Drones got Stuck,1180.00,281,15
7671,No Failure,307.00,72,0
7672,No Failure,359.00,87,0
7673,Out of Time,1208.00,300,4
7674,Drones got Stuck,664.00,133,51
7675,Drones got Stuck,164.00,30,10
7676,Drones got Stuck,628.00,127,29
7677,Drones got Stuck,880.00,198,22
7678,Drones got Stuck,1120.00,267,14
7679,Drones got Stuck,276.00,58,10
7680,No Failure,719.00,177,0
7681,No Failure,283.00,69,0
7682,No Failure,1039.00,255,4
7683,No Failure,543.00,132,0
7684,Out of Time,1232.00,300,14
7685,Drones got Stuck,1248.00,297,18
7686,Budget runs out,1284.00,279,63
7687,No Failure,331.00,74,6
7688,Budget runs out,1284.00,289,41
7689,No Failure,411.00,100,0
7690,Out of Time,1228.00,300,9
7691,No Failure,335.00,81,0
7692,No Failure,391.00,95,0
7693,Drones got Stuck,1040.00,245,15
7694,Drones got Stuck,428.00,91,17
7695,Out of Time,1208.00,300,4
7696,Out of Time,1212.00,300,5
7697,Drones got Stuck,676.00,154,26
7698,No Failure,371.00,90,0
7699,Out of Time,1208.00,300,4
7700,Out of Time,1220.00,300,7
7701,No Failure,1016.00,243,12
7702,Drones got Stuck,308.00,59,17
7703,Drones got Stuck,1208.00,280,25
7704,No Failure,1100.00,270,7
7705,Drones got Stuck,532.00,113,19
7706,Drones got Stuck,1140.00,254,55
7707,No Failure,15.00,1,0
7708,No Failure,971.00,239,2
7709,Budget runs out,1280.00,291,31
7710,No Failure,775.00,191,2
7711,Drones got Stuck,280.00,57,12
7712,No Failure,327.00,81,0
7713,Drones got Stuck,660.00,152,12
7714,Out of Time,1208.00,300,4
7715,No Failure,579.00,143,0
7716,No Failure,699.00,172,0
7717,Out of Time,1212.00,300,5
7718,Drones got Stuck,344.00,61,24
7719,Out of Time,1208.00,300,4
7720,Drones got Stuck,676.00,158,11
7721,Budget runs out,1280.00,298,33
7722,Drones got Stuck,764.00,158,33
7723,Out of Time,1272.00,300,20
7724,Budget runs out,1280.00,292,31
7725,Out of Time,1224.00,300,8
7726,No Failure,491.00,118,0
7727,Budget runs out,1280.00,279,72
7728,Budget runs out,1284.00,286,36
7729,No Failure,1055.00,259,4
7730,Budget runs out,1280.00,296,27
7731,Drones got Stuck,672.00,157,16
7732,No Failure,27.00,2,0
7733,Drones got Stuck,676.00,139,45
7734,Drones got Stuck,508.00,103,23
7735,Drones got Stuck,992.00,233,15
7736,Drones got Stuck,448.00,92,32
7737,No Failure,1195.00,293,6
7738,Drones got Stuck,560.00,122,17
7739,Drones got Stuck,1232.00,293,16
7740,Out of Time,1236.00,300,11
7741,No Failure,831.00,205,2
7742,No Failure,1107.00,256,34
7743,No Failure,155.00,37,0
7744,Drones got Stuck,672.00,150,34
7745,No Failure,571.00,138,0
7746,No Failure,755.00,185,2
7747,Drones got Stuck,176.00,33,10
7748,Out of Time,1208.00,300,4
7749,Drones got Stuck,508.00,93,63
7750,No Failure,335.00,82,0
7751,No Failure,759.00,185,2
7752,No Failure,11.00,1,0
7753,Out of Time,1236.00,300,11
7754,No Failure,43.00,8,0
7755,Out of Time,1272.00,300,21
7756,Drones got Stuck,1040.00,239,31
7757,Budget runs out,1280.00,290,36
7758,Drones got Stuck,948.00,220,17
7759,No Failure,1207.00,298,4
7760,Budget runs out,1284.00,247,137
7761,No Failure,395.00,96,0
7762,No Failure,243.00,59,0
7763,Drones got Stuck,512.00,101,26
7764,No Failure,843.00,206,2
7765,No Failure,419.00,103,0
7766,Out of Time,1236.00,300,16
7767,No Failure,387.00,95,0
7768,Out of Time,1212.00,300,5
7769,Out of Time,1212.00,300,6
7770,No Failure,751.00,186,0
7771,No Failure,279.00,66,0
7772,Out of Time,1252.00,300,16
7773,No Failure,467.00,114,0
7774,No Failure,615.00,149,0
7775,Out of Time,1208.00,300,4
7776,No Failure,459.00,113,0
7777,Budget runs out,1280.00,287,35
7778,Out of Time,1248.00,300,17
7779,Drones got Stuck,832.00,195,22
7780,No Failure,523.00,128,0
7781,Out of Time,1232.00,300,10
7782,Budget runs out,1280.00,291,31
7783,Drones got Stuck,1064.00,219,47
7784,No Failure,291.00,70,0
7785,Out of Time,1208.00,300,4
7786,Budget runs out,1280.00,262,111
7787,Out of Time,1280.00,300,22
7788,Out of Time,1212.00,300,6
7789,No Failure,335.00,81,0
7790,No Failure,255.00,61,0
7791,No Failure,295.00,69,0
7792,Out of Time,1252.00,300,15
7793,No Failure,259.00,62,0
7794,Drones got Stuck,296.00,57,16
7795,No Failure,980.00,236,10
7796,No Failure,403.00,98,0
7797,Out of Time,1208.00,300,4
7798,Drones got Stuck,1264.00,294,23
7799,Out of Time,1216.00,300,5
7800,Drones got Stuck,536.00,103,50
7801,No Failure,359.00,87,0
7802,Drones got Stuck,1032.00,230,29
7803,No Failure,579.00,142,0
7804,No Failure,643.00,159,0
7805,No Failure,227.00,53,0
7806,No Failure,1079.00,266,2
7807,No Failure,1100.00,262,18
7808,Out of Time,1248.00,300,15
7809,Drones got Stuck,256.00,53,10
7810,Drones got Stuck,1136.00,254,30
7811,No Failure,875.00,215,2
7812,No Failure,1123.00,275,4
7813,No Failure,287.00,69,0
7814,Out of Time,1264.00,300,21
7815,Drones got Stuck,1264.00,296,37
7816,Drones got Stuck,560.00,124,15
7817,Out of Time,1240.00,300,13
7818,Out of Time,1268.00,300,19
7819,Drones got Stuck,208.00,41,10
7820,Out of Time,1236.00,300,11
7821,No Failure,1031.00,254,2
7822,No Failure,419.00,102,0
7823,No Failure,992.00,243,6
7824,No Failure,339.00,82,0
7825,Drones got Stuck,188.00,35,17
7826,No Failure,1031.00,254,2
7827,Budget runs out,1280.00,280,49
7828,No Failure,359.00,87,0
7829,No Failure,447.00,109,0
7830,Out of Time,1212.00,300,5
7831,Drones got Stuck,1116.00,259,24
7832,Budget runs out,1284.00,281,42
7833,Budget runs out,1280.00,288,43
7834,No Failure,527.00,129,0
7835,Drones got Stuck,1228.00,293,26
7836,Out of Time,1252.00,300,15
7837,No Failure,375.00,92,0
7838,No Failure,239.00,58,0
7839,No Failure,367.00,90,0
7840,No Failure,355.00,87,0
7841,No Failure,919.00,223,5
7842,Out of Time,1240.00,300,12
7843,Out of Time,1232.00,300,10
7844,Budget runs out,1280.00,253,69
7845,No Failure,263.00,64,0
7846,No Failure,812.00,191,13
7847,No Failure,675.00,165,0
7848,Out of Time,1208.00,300,4
7849,Out of Time,1272.00,300,22
7850,Out of Time,1220.00,300,7
7851,Drones got Stuck,1160.00,276,16
7852,Drones got Stuck,304.00,57,18
7853,No Failure,1011.00,250,2
7854,Out of Time,1208.00,300,4
7855,No Failure,387.00,95,0
7856,Budget runs out,1284.00,266,82
7857,Drones got Stuck,332.00,59,23
7858,Drones got Stuck,1244.00,294,21
7859,No Failure,707.00,173,0
7860,Drones got Stuck,924.00,188,69
7861,No Failure,607.00,150,0
7862,Budget runs out,1284.00,275,48
7863,No Failure,343.00,83,0
7864,Out of Time,1208.00,300,4
7865,Drones got Stuck,612.00,138,14
7866,Budget runs out,1280.00,296,39
7867,Drones got Stuck,1132.00,254,48
7868,Drones got Stuck,676.00,158,11
7869,No Failure,23.00,3,0
7870,Out of Time,1208.00,300,4
7871,Drones got Stuck,892.00,196,41
7872,Budget runs out,1280.00,291,31
7873,No Failure,259.00,62,0
7874,Budget runs out,1280.00,287,45
7875,Drones got Stuck,264.00,50,15
7876,No Failure,627.00,154,0
7877,Out of Time,1232.00,300,14
7878,Drones got Stuck,912.00,197,49
7879,Out of Time,1212.00,300,5
7880,No Failure,315.00,75,0
7881,Out of Time,1272.00,300,20
7882,Budget runs out,1284.00,299,36
7883,Out of Time,1208.00,300,4
7884,No Failure,411.00,95,8
7885,No Failure,1007.00,248,2
7886,Drones got Stuck,428.00,71,35
7887,No Failure,375.00,90,0
7888,No Failure,411.00,101,0
7889,Drones got Stuck,1052.00,214,51
7890,Drones got Stuck,896.00,212,17
7891,Drones got Stuck,372.00,66,26
7892,No Failure,1119.00,275,4
7893,Out of Time,1208.00,300,4
7894,Drones got Stuck,616.00,119,57
7895,Drones got Stuck,180.00,34,10
7896,No Failure,247.00,59,0
7897,Drones got Stuck,944.00,223,14
7898,Out of Time,1216.00,300,6
7899,Out of Time,1260.00,300,23
7900,No Failure,655.00,161,0
7901,Out of Time,1236.00,300,11
7902,Drones got Stuck,808.00,169,50
7903,No Failure,835.00,207,2
7904,Out of Time,1232.00,300,10
7905,No Failure,395.00,96,0
7906,No Failure,1040.00,240,25
7907,Drones got Stuck,1208.00,268,59
7908,Drones got Stuck,796.00,164,35
7909,No Failure,247.00,60,0
7910,No Failure,319.00,77,0
7911,Drones got Stuck,348.00,74,12
7912,No Failure,283.00,68,0
7913,Budget runs out,1280.00,292,30
7914,Drones got Stuck,1180.00,282,14
7915,Drones got Stuck,1028.00,241,16
7916,No Failure,355.00,86,0
7917,Out of Time,1260.00,300,18
7918,Drones got Stuck,1212.00,289,15
7919,No Failure,683.00,167,0
7920,Budget runs out,1280.00,286,36
7921,Drones got Stuck,420.00,81,23
7922,No Failure,427.00,104,0
7923,Drones got Stuck,1120.00,266,16
7924,No Failure,779.00,191,2
7925,No Failure,939.00,230,3
7926,Out of Time,1280.00,300,22
